Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1
14:11:58,0.00,0.00,24.50
14:11:59,0.00,0.00,24.25
14:12:00,0.00,0.00,24.25
14:12:01,0.00,0.00,24.50
14:12:02,0.00,0.00,24.50
14:12:03,0.00,0.00,24.50
14:12:04,0.00,0.00,24.50
14:12:05,0.00,0.00,24.25
14:12:06,0.00,0.00,24.00
14:12:07,0.00,0.00,24.25
14:12:08,0.00,0.00,24.50
14:12:09,0.00,0.00,24.50
14:12:10,0.00,0.00,24.25
14:12:11,0.00,0.00,23.75
14:12:12,0.00,0.00,24.50
14:12:13,0.00,0.00,24.25
14:12:14,0.00,0.00,24.75
14:12:15,0.00,0.00,24.00
14:12:16,0.00,0.00,24.25
14:12:17,0.00,0.00,24.50
14:12:18,0.00,0.00,24.50
14:12:19,0.00,0.00,24.00
14:12:20,0.00,0.00,24.50
14:12:21,0.00,0.00,24.50
14:12:22,0.00,0.00,24.00
14:12:23,0.00,0.00,24.75
14:12:24,0.00,0.00,24.25
14:12:25,0.00,0.00,24.50
14:12:26,0.00,0.00,24.75
14:12:27,0.00,0.00,24.50
14:12:28,0.00,0.00,24.50
14:12:29,0.00,0.00,24.50
14:12:30,0.00,0.00,24.25
14:12:30,0.00,0.00,24.75
14:12:31,0.00,0.00,24.75
14:12:32,0.00,0.00,24.00
14:12:33,0.00,0.00,24.75
14:12:34,0.00,0.00,25.00
14:12:35,0.00,0.00,24.50
14:12:36,0.00,0.00,24.50
14:12:37,0.00,0.00,24.50
14:12:38,0.00,0.00,24.25
14:12:39,0.00,0.00,24.25
14:12:40,0.00,0.00,24.75
14:12:41,0.00,0.00,24.25
14:12:42,0.00,0.00,23.75
14:12:43,0.00,0.00,24.50
14:12:44,0.00,0.00,24.75
14:12:45,0.00,0.00,24.25
14:12:46,0.00,0.00,24.50
14:12:47,0.00,0.00,24.75
14:12:48,0.00,0.00,24.50
14:12:49,0.00,0.00,24.75
14:12:50,0.00,0.00,24.50
14:12:51,0.00,0.00,24.75
14:12:52,0.00,0.00,24.50
14:12:53,0.00,0.00,24.50
14:12:54,0.00,0.00,24.50
14:12:55,0.00,0.00,24.25
14:12:56,0.00,0.00,25.00
14:12:57,0.00,0.00,24.75
14:12:58,0.00,0.00,24.75
14:12:59,0.00,0.00,24.75
14:13:00,0.00,0.00,24.50
14:13:01,0.00,0.00,24.50
14:13:02,0.00,0.00,24.50
14:13:03,0.00,0.00,24.50
14:13:04,0.00,0.00,24.50
14:13:05,24.27,24.39,24.75
14:13:06,120.10,122.43,24.00
14:13:07,120.80,121.38,24.75
14:13:08,142.50,142.50,25.00
14:13:09,137.70,139.02,24.50
14:13:10,145.20,147.30,24.25
14:13:11,144.40,145.78,24.50
14:13:12,154.70,156.18,24.50
14:13:13,165.70,167.29,24.50
14:13:13,176.10,177.79,24.50
14:13:14,189.80,191.62,24.50
14:13:15,199.60,200.55,24.75
14:13:16,209.80,213.86,24.00
14:13:17,219.50,220.55,24.75
14:13:18,231.80,232.91,24.75
14:13:19,240.10,241.25,24.75
14:13:20,253.90,256.34,24.50
14:13:21,258.00,263.00,24.00
14:13:22,269.60,270.89,24.75
14:13:23,277.20,279.86,24.50
14:13:24,285.80,287.16,24.75
14:13:25,291.00,292.39,24.75
14:13:26,302.20,303.64,24.75
14:13:27,312.50,311.02,25.25
14:13:28,315.30,316.80,24.75
14:13:29,324.10,325.65,24.75
14:13:30,327.00,328.56,24.75
14:13:31,334.70,339.54,24.25
14:13:32,341.90,345.18,24.50
14:13:33,351.80,353.48,24.75
14:13:34,360.00,365.20,24.25
14:13:35,363.90,367.39,24.50
14:13:36,364.70,364.70,25.00
14:13:37,368.80,370.56,24.75
14:13:38,379.00,384.48,24.25
14:13:39,385.30,389.00,24.50
14:13:40,386.60,392.19,24.25
14:13:41,393.20,395.08,24.75
14:13:42,401.70,405.55,24.50
14:13:43,406.20,406.20,25.00
14:13:44,414.40,414.40,25.00
14:13:45,415.90,417.88,24.75
14:13:46,426.20,430.29,24.50
14:13:47,430.60,432.66,24.75
14:13:48,433.10,433.10,25.00
14:13:49,440.20,444.42,24.50
14:13:50,440.60,442.70,24.75
14:13:51,450.30,450.30,25.00
14:13:52,454.80,456.97,24.75
14:13:53,458.70,465.33,24.25
14:13:54,463.70,465.91,24.75
14:13:55,469.70,474.20,24.50
14:13:56,475.40,475.40,25.00
14:13:56,456.50,458.68,24.75
14:13:57,465.60,465.60,25.00
14:13:58,475.90,478.17,24.75
14:13:59,470.60,472.85,24.75
14:14:00,496.90,499.27,24.75
14:14:01,499.40,504.19,24.50
14:14:02,486.20,488.52,24.75
14:14:03,482.20,484.50,24.75
14:14:04,502.50,507.32,24.50
14:14:05,515.50,515.50,25.00
14:14:06,525.00,527.51,24.75
14:14:07,526.90,526.90,25.00
14:14:08,524.60,532.18,24.25
14:14:09,520.70,520.70,25.00
14:14:10,539.50,539.50,25.00
14:14:11,543.50,548.71,24.50
14:14:12,545.20,545.20,25.00
14:14:13,550.20,552.83,24.75
14:14:14,553.20,553.20,25.00
14:14:15,555.60,558.25,24.75
14:14:16,563.70,563.70,25.00
14:14:17,568.10,568.10,25.00
14:14:18,570.70,570.70,25.00
14:14:19,564.30,566.99,24.75
14:14:20,564.30,564.30,25.00
14:14:21,561.40,564.08,24.75
14:14:22,580.40,580.40,25.00
14:14:23,585.90,588.70,24.75
14:14:24,588.40,588.40,25.00
14:14:25,592.80,592.80,25.00
14:14:26,593.00,593.00,25.00
14:14:27,597.90,600.75,24.75
14:14:28,602.30,602.30,25.00
14:14:29,605.80,605.80,25.00
14:14:30,609.50,606.62,25.25
14:14:31,589.40,589.40,25.00
14:14:32,589.00,591.81,24.75
14:14:33,595.80,595.80,25.00
14:14:34,597.30,603.03,24.50
14:14:35,601.40,604.27,24.75
14:14:36,601.40,598.56,25.25
14:14:37,607.50,613.33,24.50
14:14:38,607.40,610.30,24.75
14:14:39,614.10,617.03,24.75
14:14:39,613.10,616.03,24.75
14:14:40,620.70,623.66,24.75
14:14:41,622.20,622.20,25.00
14:14:42,624.80,627.78,24.75
14:14:43,626.80,629.79,24.75
14:14:44,629.20,629.20,25.00
14:14:45,633.00,630.01,25.25
14:14:46,633.10,633.10,25.00
14:14:47,638.50,650.87,24.00
14:14:48,639.70,639.70,25.00
14:14:49,644.00,647.07,24.75
14:14:50,646.40,643.34,25.25
14:14:51,649.90,656.13,24.50
14:14:52,651.40,648.32,25.25
14:14:53,653.50,653.50,25.00
14:14:54,657.00,657.00,25.00
14:14:55,659.40,659.40,25.00
14:14:56,663.40,669.76,24.50
14:14:57,664.00,670.37,24.50
14:14:58,665.40,668.58,24.75
14:14:59,670.60,670.60,25.00
14:15:00,673.20,673.20,25.00
14:15:01,674.20,674.20,25.00
14:15:02,677.50,677.50,25.00
14:15:03,680.90,680.90,25.00
14:15:04,683.70,683.70,25.00
14:15:05,687.80,691.08,24.75
14:15:06,688.00,684.75,25.25
14:15:07,690.60,693.90,24.75
14:15:08,696.20,696.20,25.00
14:15:09,702.90,713.06,24.25
14:15:10,698.10,698.10,25.00
14:15:11,709.00,705.65,25.25
14:15:12,732.40,732.40,25.00
14:15:13,735.80,732.32,25.25
14:15:14,739.20,742.73,24.75
14:15:15,740.90,733.93,25.50
14:15:16,744.10,744.10,25.00
14:15:17,744.40,737.39,25.50
14:15:18,748.10,741.06,25.50
14:15:19,748.70,745.16,25.25
14:15:20,751.90,748.35,25.25
14:15:21,752.20,748.64,25.25
14:15:22,754.50,750.93,25.25
14:15:23,759.00,759.00,25.00
14:15:23,759.60,752.45,25.50
14:15:24,766.40,766.40,25.00
14:15:25,765.70,765.70,25.00
14:15:26,768.50,764.87,25.25
14:15:27,768.00,760.77,25.50
14:15:28,771.20,763.94,25.50
14:15:29,773.20,762.34,25.75
14:15:30,778.30,770.98,25.50
