Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1
12:57:16,3.46,3.67,22.00
12:57:17,2.18,2.29,22.50
12:57:18,1.29,1.35,22.50
12:57:19,2.63,2.80,21.75
12:57:20,1.28,1.34,22.75
12:57:21,10.45,11.03,22.25
12:57:22,10.44,10.91,22.75
12:57:22,9.17,9.68,22.25
12:57:23,8.72,9.15,22.50
12:57:24,9.61,10.09,22.50
12:57:25,9.61,10.19,22.00
12:57:26,8.27,8.68,22.50
12:57:28,9.61,10.14,22.25
12:57:28,8.72,9.15,22.50
12:57:29,8.28,8.74,22.25
12:57:30,8.72,9.15,22.50
12:57:31,9.17,9.68,22.25
12:57:32,9.17,9.58,22.75
12:57:33,8.28,8.78,22.00
12:57:34,9.61,10.09,22.50
12:57:35,9.61,10.19,22.00
12:57:36,10.00,10.50,22.50
12:57:37,10.45,11.03,22.25
12:57:38,9.17,9.58,22.75
12:57:39,9.62,10.20,22.00
12:57:40,10.01,10.51,22.50
12:57:41,9.62,10.15,22.25
12:57:42,8.72,9.25,22.00
12:57:43,9.61,10.04,22.75
12:57:44,9.16,9.66,22.25
12:57:45,10.00,10.45,22.75
12:57:46,9.17,9.68,22.25
12:57:47,10.01,10.62,22.00
12:57:48,10.89,11.43,22.50
12:57:49,10.89,11.55,22.00
12:57:50,10.00,10.50,22.50
12:57:51,9.62,10.31,21.50
12:57:52,10.01,10.62,22.00
12:57:53,9.62,10.20,22.00
12:57:54,10.89,11.61,21.75
12:57:55,10.89,11.49,22.25
12:57:56,11.35,11.98,22.25
12:57:57,10.01,10.62,22.00
12:57:58,10.01,10.51,22.50
12:57:59,10.45,11.03,22.25
12:58:00,11.80,12.64,21.50
12:58:01,11.34,11.91,22.50
12:58:02,10.90,11.50,22.25
12:58:03,10.46,11.04,22.25
12:58:04,11.34,11.85,22.75
12:58:05,11.79,12.44,22.25
12:58:05,11.34,11.91,22.50
12:58:06,12.23,12.84,22.50
12:58:08,10.46,11.09,22.00
12:58:08,12.63,13.19,22.75
12:58:09,10.90,11.50,22.25
12:58:10,10.01,10.51,22.50
12:58:11,12.23,12.84,22.50
12:58:12,19.23,20.50,21.75
12:58:13,79.37,82.51,23.00
12:58:14,125.00,132.56,22.00
12:58:15,140.20,147.19,22.50
12:58:16,126.30,131.94,22.75
12:58:17,132.00,139.28,22.25
12:58:18,128.50,134.91,22.50
12:58:19,115.60,120.76,22.75
12:58:20,94.08,100.27,21.75
12:58:21,116.90,122.12,22.75
12:58:22,125.90,131.52,22.75
12:58:23,128.10,135.84,22.00
12:58:24,110.30,115.23,22.75
12:58:25,179.30,189.18,22.25
12:58:26,195.40,207.21,22.00
12:58:27,201.50,212.61,22.25
12:58:28,207.30,216.56,22.75
12:58:29,212.50,223.10,22.50
12:58:30,219.50,227.05,23.25
12:58:31,227.50,237.66,22.75
12:58:32,230.50,241.99,22.50
12:58:33,237.30,249.13,22.50
12:58:34,246.30,259.88,22.25
12:58:35,254.00,266.67,22.50
12:58:36,253.90,263.93,23.00
12:58:37,263.00,276.12,22.50
12:58:38,269.50,280.15,23.00
12:58:39,276.60,293.32,22.00
12:58:40,277.60,292.90,22.25
12:58:41,283.90,298.06,22.50
12:58:42,291.80,309.44,22.00
12:58:43,297.00,310.26,22.75
12:58:44,300.30,313.71,22.75
12:58:45,303.20,321.53,22.00
12:58:46,313.50,327.50,22.75
12:58:47,316.60,334.05,22.25
12:58:47,322.00,339.75,22.25
12:58:48,322.50,335.24,23.00
12:58:49,332.40,348.98,22.50
12:58:50,337.90,356.53,22.25
12:58:51,341.80,355.30,23.00
12:58:52,342.90,361.80,22.25
12:58:53,351.00,366.68,22.75
12:58:54,359.20,377.11,22.50
12:58:55,360.00,376.08,22.75
12:58:56,362.40,376.72,23.00
12:58:57,368.50,383.06,23.00
12:58:58,379.30,398.22,22.50
12:58:59,377.80,396.64,22.50
12:59:00,383.80,397.00,23.25
12:59:01,386.90,406.19,22.50
12:59:02,395.30,412.95,22.75
12:59:03,393.80,411.39,22.75
12:59:04,397.40,417.22,22.50
12:59:05,400.90,416.74,23.00
12:59:06,407.60,423.70,23.00
12:59:07,408.10,430.60,22.25
12:59:08,409.70,428.00,22.75
12:59:09,417.10,433.58,23.00
12:59:10,422.00,443.04,22.50
12:59:11,424.60,441.37,23.00
12:59:12,424.60,441.37,23.00
12:59:13,432.60,456.45,22.25
12:59:14,438.80,456.13,23.00
12:59:15,444.00,459.27,23.25
12:59:16,441.30,463.31,22.50
12:59:17,447.80,465.49,23.00
12:59:18,457.20,477.62,22.75
12:59:19,459.50,484.83,22.25
12:59:20,457.30,477.72,22.75
12:59:21,463.70,482.02,23.00
12:59:22,472.80,496.38,22.50
12:59:23,473.90,497.53,22.50
12:59:24,474.60,490.92,23.25
12:59:25,476.20,499.95,22.50
12:59:26,487.90,507.17,23.00
12:59:27,487.10,506.34,23.00
12:59:28,490.30,514.75,22.50
12:59:29,489.10,508.42,23.00
12:59:30,501.50,518.75,23.25
12:59:31,503.80,528.92,22.50
12:59:31,504.00,521.33,23.25
12:59:32,503.00,525.46,22.75
12:59:33,513.10,538.69,22.50
12:59:34,518.90,544.78,22.50
12:59:35,516.40,536.80,23.00
12:59:36,519.90,545.83,22.50
12:59:37,527.60,545.75,23.25
12:59:38,534.60,558.47,22.75
12:59:39,529.50,555.91,22.50
12:59:40,533.70,554.78,23.00
12:59:41,539.70,558.26,23.25
12:59:42,547.00,571.43,22.75
12:59:43,542.60,564.03,23.00
12:59:44,545.70,561.71,23.50
12:59:45,554.20,576.09,23.00
12:59:46,559.50,587.40,22.50
12:59:47,557.60,576.78,23.25
12:59:48,557.10,581.98,22.75
12:59:49,566.50,591.80,22.75
