Time,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out
12:05:53,691.6,718.92,23,674.9,734.19,20.75
12:05:54,690.3,700.28,24.25,675.3,705.46,22.75
12:05:55,689.5,702.85,24,675.5,716.33,22
12:05:56,690.3,710.55,23.5,675.6,723.73,21.5
12:05:57,689.6,713.32,23.25,675.9,727.75,21.25
12:05:58,690.9,694.2,24.75,675.6,702.29,23
12:05:59,689.6,699.57,24.25,675.8,713.06,22.25
12:06:00,693,709.86,23.75,675.4,746.3,20
12:06:01,690.9,704.28,24,676,713.27,22.25
12:06:02,691,697.63,24.5,675.4,705.56,22.75
12:06:03,690.3,700.28,24.25,675.4,716.22,22
12:06:04,691.6,708.43,23.75,675.2,730.74,21
12:06:05,693,699.65,24.5,675.1,708.77,22.5
12:06:06,689.6,696.21,24.5,676.3,717.18,22
12:06:07,690.9,700.89,24.25,675.2,716.01,22
12:06:08,690.2,717.46,23,675.9,731.49,21
12:06:09,693.1,696.41,24.75,675.2,701.87,23
12:06:10,691,707.81,23.75,675.5,723.62,21.5
12:06:11,691,707.81,23.75,676,724.16,21.5
12:06:12,691,707.81,23.75,676.9,728.83,21.25
12:06:13,691,691,25,676.3,710.03,22.5
12:06:14,691,704.38,24,675.4,716.22,22
12:06:14,692.3,712.61,23.5,675.5,746.41,20
12:06:15,690.3,707.09,23.75,676,720.49,21.75
12:06:16,691,694.3,24.75,676.4,713.69,22.25
12:06:17,689,698.96,24.25,676,716.86,22
12:06:18,690.3,721.13,22.75,675.8,735.16,20.75
12:06:19,690.3,696.92,24.5,675.6,702.29,23
12:06:20,693,703.02,24.25,675.7,716.54,22
12:06:21,690.9,697.53,24.5,675.8,705.98,22.75
12:06:22,690.2,721.02,22.75,675.6,734.95,20.75
12:06:23,693,699.65,24.5,675.6,705.77,22.75
12:06:24,691,697.63,24.5,676,724.16,21.5
12:06:25,691.6,708.43,23.75,675.2,730.74,21
12:06:26,690.3,710.55,23.5,676,735.38,20.75
12:06:27,691.8,695.1,24.75,675.6,709.29,22.5
12:06:28,690.3,696.92,24.5,675.5,709.19,22.5
12:06:29,690.1,706.89,23.75,676.3,739.53,20.5
12:06:30,691.6,708.43,23.75,675,719.42,21.75
12:06:31,691.7,695,24.75,675.1,708.77,22.5
12:06:32,691,697.63,24.5,675.4,709.08,22.5
12:06:33,688.1,708.29,23.5,674.4,741.3,20.25
12:06:34,693.1,699.75,24.5,675.9,702.6,23
12:06:35,693.1,696.41,24.75,676.1,713.37,22.25
12:06:36,691.6,698.23,24.5,676,716.86,22
12:06:37,691.7,715.49,23.25,675.5,734.84,20.75
12:06:38,691.6,694.9,24.75,675.8,702.49,23
12:06:39,690.9,704.28,24,675.2,716.01,22
12:06:40,692.4,702.41,24.25,674.8,737.89,20.5
12:06:41,690.4,714.15,23.25,675.5,731.06,21
12:06:42,690.3,693.59,24.75,676.2,702.91,23
12:06:43,690.3,700.28,24.25,675.8,709.5,22.5
12:06:44,691.6,701.6,24.25,675.8,735.16,20.75
12:06:45,690.3,707.09,23.75,676.2,720.7,21.75
12:06:46,689.7,699.67,24.25,676.3,710.03,22.5
12:06:47,692.4,702.41,24.25,676.3,710.03,22.5
12:06:48,689.7,706.48,23.75,676.9,732.58,21
12:06:49,691.6,701.6,24.25,676.7,710.45,22.5
12:06:50,692.5,702.51,24.25,676.1,713.37,22.25
12:06:51,690.2,703.57,24,676.7,710.45,22.5
12:06:52,691,711.27,23.5,676.4,735.82,20.75
12:06:53,692.4,695.7,24.75,676,702.7,23
12:06:54,690.4,700.38,24.25,677,710.76,22.5
12:06:55,691,697.63,24.5,676.9,725.12,21.5
12:06:56,692.3,716.11,23.25,676.5,735.93,20.75
12:06:56,690.3,693.59,24.75,676.7,710.45,22.5
12:06:57,690.4,700.38,24.25,676.4,720.92,21.75
12:06:58,692.4,709.24,23.75,676.6,736.03,20.75
12:06:59,691.8,712.09,23.5,676,727.86,21.25
12:07:00,689.7,696.32,24.5,676.7,710.45,22.5
12:07:01,692.4,702.41,24.25,676.2,709.92,22.5
12:07:02,690.4,714.15,23.25,676.2,739.42,20.5
12:07:04,691,707.81,23.75,676.3,706.5,22.75
12:07:04,691.1,704.49,24,676.1,709.82,22.5
12:07:05,690.8,700.79,24.25,675.8,713.06,22.25
12:07:06,691.1,707.91,23.75,676.9,732.58,21
12:07:07,691.8,698.44,24.5,676.1,695.93,23.5
12:07:08,692.4,699.04,24.5,676.5,713.8,22.25
12:07:09,691.7,701.7,24.25,675.6,727.43,21.25
12:07:10,689.6,706.38,23.75,676.9,732.58,21
12:07:11,690.3,696.92,24.5,677,707.23,22.75
12:07:12,690.3,703.67,24,676.7,710.45,22.5
12:07:13,689.1,709.32,23.5,676.2,728.08,21.25
12:07:14,690.3,707.09,23.75,677,721.56,21.75
12:07:15,691.1,694.4,24.75,675.4,705.56,22.75
12:07:16,689.6,696.21,24.5,676.7,710.45,22.5
12:07:17,689.7,709.93,23.5,675.8,738.98,20.5
12:07:18,691.2,708.02,23.75,677.2,714.53,22.25
12:07:19,691.7,701.7,24.25,676,709.71,22.5
12:07:20,692.4,699.04,24.5,676.1,713.37,22.25
12:07:21,691.7,719.02,23,676.9,732.58,21
12:07:22,693.2,706.63,24,676.7,699.97,23.25
12:07:23,691,700.99,24.25,676.9,707.13,22.75
12:07:24,692.4,699.04,24.5,676.4,724.58,21.5
12:07:25,692.4,712.71,23.5,675.9,731.49,21
12:07:26,688.9,692.19,24.75,676.4,703.12,23
12:07:27,691.8,691.8,25,674.7,701.35,23
12:07:28,692.4,699.04,24.5,675.5,712.74,22.25
12:07:29,693.1,706.52,24,675.8,709.5,22.5
12:07:30,690.5,690.5,25,676.9,700.18,23.25
12:07:31,691.8,701.8,24.25,677.2,710.97,22.5
12:07:32,691.7,711.99,23.5,677.4,736.91,20.75
12:07:33,692.5,702.51,24.25,676.5,710.24,22.5
12:07:34,692.4,699.04,24.5,676.5,706.71,22.75
12:07:35,691.8,698.44,24.5,676.7,717.6,22
12:07:36,691.7,711.99,23.5,676.6,736.03,20.75
12:07:37,689.8,696.42,24.5,677.8,697.68,23.5
12:07:38,689.8,696.42,24.5,677.5,718.45,22
12:07:39,691,697.63,24.5,676.5,728.4,21.25
12:07:40,691,711.27,23.5,676.5,739.75,20.5
12:07:41,689.7,689.7,25,676.7,703.43,23
12:07:41,692,702,24.25,677.1,714.43,22.25
12:07:42,692.4,709.24,23.75,676.9,740.19,20.5
12:07:43,691.7,708.53,23.75,676.4,724.58,21.5
12:07:44,691.8,695.1,24.75,676,706.19,22.75
12:07:45,690.4,707.2,23.75,677.1,710.87,22.5
12:07:46,692.4,712.71,23.5,676.9,744.05,20.25
12:07:47,689.2,699.16,24.25,676.9,707.13,22.75
12:07:48,691.1,701.09,24.25,678.4,712.23,22.5
12:07:49,692.3,698.94,24.5,676.8,710.55,22.5
12:07:50,692.4,716.21,23.25,676.7,739.97,20.5
12:07:51,692.4,699.04,24.5,676.5,706.71,22.75
12:07:52,691.8,698.44,24.5,676.9,721.45,21.75
12:07:53,691.7,701.7,24.25,676.9,721.45,21.75
12:07:54,689.7,703.06,24,677.2,732.9,21
12:07:56,692.4,689.13,25.25,676.7,696.55,23.5
12:07:56,689,695.61,24.5,680.1,696.65,23.75
12:07:57,689.7,692.99,24.75,681.4,701.39,23.5
12:07:58,689.7,692.99,24.75,681,704.42,23.25
12:07:59,689,689,25,679.4,695.93,23.75
12:08:00,690.5,697.12,24.5,679.4,709.74,22.75
12:08:01,692.5,705.91,24,679.5,720.57,22
12:08:02,690.5,693.8,24.75,680.3,700.26,23.5
12:08:03,689.7,689.7,25,680.6,704.01,23.25
12:08:04,693.3,696.61,24.75,680.3,707.17,23
12:08:05,691.7,705.1,24,679.6,728.01,21.5
12:08:06,692.5,699.14,24.5,679.5,699.43,23.5
12:08:07,692.5,692.5,25,679.9,703.28,23.25
12:08:08,692.4,695.7,24.75,679.9,713.81,22.5
12:08:09,690.5,697.12,24.5,680.4,721.53,22
12:08:10,690.3,687.04,25.25,680.3,700.26,23.5
12:08:11,691,700.99,24.25,680.6,707.48,23
12:08:12,692.5,705.91,24,680.5,721.63,22
12:08:13,692.4,705.81,24,680.8,714.75,22.5
12:08:14,691.1,691.1,25,680.3,700.26,23.5
12:08:15,691.7,695,24.75,680.4,707.28,23
12:08:16,691.1,701.09,24.25,681.2,722.38,22
12:08:17,691.8,695.1,24.75,680.9,700.88,23.5
12:08:18,691,691,25,680.9,700.88,23.5
12:08:19,692.4,695.7,24.75,680.8,711.2,22.75
12:08:20,691.7,705.1,24,681,722.16,22
12:08:21,691.1,694.4,24.75,682,698.59,23.75
12:08:22,689.8,693.09,24.75,683.1,706.59,23.25
12:08:23,691.1,691.1,25,682,705.46,23.25
12:08:24,690.4,697.02,24.5,682,708.94,23
12:08:25,690.4,690.4,25,681.6,698.18,23.75
12:08:25,690.4,697.02,24.5,682.4,702.42,23.5
12:08:26,689.7,696.32,24.5,683.1,724.39,22
12:08:27,692.4,702.41,24.25,681.6,715.59,22.5
12:08:28,690.4,690.4,25,682.4,705.87,23.25
12:08:29,693.1,699.75,24.5,681.7,705.15,23.25
12:08:30,689.7,703.06,24,682.9,724.18,22
12:08:31,690.3,696.92,24.5,682.3,702.32,23.5
12:08:32,689.7,686.44,25.25,682.2,698.8,23.75
12:08:33,689.1,685.84,25.25,682.2,692.06,24.25
12:08:34,692.4,705.81,24,682.3,705.77,23.25
12:08:35,689.7,696.32,24.5,682.8,692.67,24.25
12:08:36,692.4,692.4,25,682.6,692.47,24.25
12:08:37,691,691,25,682.3,698.9,23.75
12:08:38,691.7,701.7,24.25,682.4,702.42,23.5
12:08:39,693.1,699.75,24.5,682.8,692.67,24.25
12:08:40,689.7,689.7,25,683.1,692.97,24.25
12:08:41,692.3,695.6,24.75,682,698.59,23.75
12:08:42,689.8,693.09,24.75,682.9,696.13,24
12:08:43,690.4,693.7,24.75,683.2,693.08,24.25
12:08:44,692.4,699.04,24.5,682.7,695.92,24
12:08:45,690.3,693.59,24.75,683.7,703.76,23.5
12:08:46,692.3,698.94,24.5,683.1,689.65,24.5
12:08:47,690.3,693.59,24.75,683.4,689.95,24.5
12:08:48,689.8,693.09,24.75,684.1,697.35,24
12:08:49,693.2,696.51,24.75,683.6,700.23,23.75
12:08:50,691,691,25,683.8,687.06,24.75
12:08:51,691,694.3,24.75,683.5,703.55,23.5
12:08:52,692.4,705.81,24,683.2,717.27,22.5
12:08:53,690.3,707.09,23.75,683.3,731.98,21.5
12:08:54,692.4,692.4,25,682.6,699.21,23.75
12:08:55,690.4,697.02,24.5,683,709.98,23
12:08:56,690.4,707.2,23.75,682.7,735.07,21.25
12:08:57,689.7,709.93,23.5,682.1,723.33,22
12:08:58,692.4,692.4,25,682.7,699.31,23.75
12:08:59,691.7,698.33,24.5,683.1,706.59,23.25
12:09:00,690.3,710.55,23.5,682.4,742.34,20.75
12:09:01,692.5,705.91,24,681.9,708.84,23
12:09:02,691.2,694.5,24.75,682,705.46,23.25
12:09:03,693.2,699.85,24.5,681.2,708.11,23
12:09:04,691,711.27,23.5,682.4,731.01,21.5
12:09:05,691.7,695,24.75,681.5,694.7,24
12:09:06,691.7,698.33,24.5,682.4,712.88,22.75
12:09:06,689.7,692.99,24.75,682.8,716.85,22.5
12:09:07,691,707.81,23.75,681.8,730.37,21.5
12:09:08,691.9,695.2,24.75,681.6,698.18,23.75
12:09:09,691.1,701.09,24.25,681.8,712.25,22.75
12:09:11,689.9,706.68,23.75,682,716.01,22.5
12:09:11,693.2,713.54,23.5,681.2,726.03,21.75
12:09:12,691.8,695.1,24.75,682.2,702.21,23.5
12:09:13,690.4,697.02,24.5,682.7,709.67,23
12:09:14,692.5,705.91,24,681.7,730.26,21.5
12:09:15,691.6,704.99,24,682.3,712.77,22.75
12:09:16,692.5,699.14,24.5,681.3,708.21,23
12:09:17,692.5,699.14,24.5,681.4,711.83,22.75
12:09:18,689.7,713.42,23.25,681.8,737.88,21
12:09:19,692.4,705.81,24,681.2,697.77,23.75
12:09:20,689.8,693.09,24.75,682.3,709.25,23
12:09:21,693.1,706.52,24,680.8,714.75,22.5
12:09:22,689.7,706.48,23.75,682.2,730.8,21.5
12:09:23,691.2,691.2,25,682.4,699,23.75
12:09:24,693.1,703.12,24.25,681.8,708.73,23
12:09:25,690.4,703.77,24,682.4,727.31,21.75
12:09:26,690.5,707.3,23.75,681.7,722.91,22
12:09:27,690.4,693.7,24.75,682,702.01,23.5
12:09:28,689.8,696.42,24.5,682,716.01,22.5
12:09:29,690.4,707.2,23.75,681.6,737.66,21
12:09:30,689.7,703.06,24,682,716.01,22.5
12:09:31,692.4,692.4,25,681.2,711.62,22.75
12:09:32,691.8,701.8,24.25,681.7,715.7,22.5
12:09:33,692.5,712.82,23.5,681.8,737.88,21
12:09:34,690.4,693.7,24.75,682.4,702.42,23.5
12:09:35,692.5,695.81,24.75,682.1,712.56,22.75
12:09:36,691.2,697.83,24.5,682.8,720.44,22.25
12:09:37,693.1,713.43,23.5,682,734.32,21.25
12:09:38,691.1,691.1,25,681.7,701.7,23.5
12:09:39,690.4,703.77,24,682.5,720.13,22.25
12:09:40,691.8,701.8,24.25,681.4,722.59,22
12:09:41,693.2,713.54,23.5,682.1,730.69,21.5
12:09:42,693.9,693.9,25,681.5,701.49,23.5
12:09:43,689.8,699.77,24.25,682,708.94,23
12:09:44,690.4,700.38,24.25,682.5,734.86,21.25
12:09:45,689.9,703.26,24,682.2,719.81,22.25
12:09:46,689.8,693.09,24.75,681.9,701.9,23.5
12:09:47,689.6,696.21,24.5,681.9,705.35,23.25
12:09:48,693.2,710.06,23.75,681.5,737.55,21
12:09:49,690.4,697.02,24.5,682.3,702.32,23.5
12:09:50,692.4,699.04,24.5,681.3,708.21,23
12:09:50,690.4,697.02,24.5,681.7,715.7,22.5
12:09:51,689.1,709.32,23.5,682.4,734.75,21.25
12:09:52,690.2,690.2,25,681.2,701.18,23.5
12:09:53,692.5,702.51,24.25,681.5,711.94,22.75
12:09:54,692.4,705.81,24,681.6,719.18,22.25
12:09:55,691,711.27,23.5,682.1,730.69,21.5
12:09:57,693.2,693.2,25,681.7,705.15,23.25
12:09:57,691.1,704.49,24,682.2,716.22,22.5
12:09:58,692.4,705.81,24,681.2,733.46,21.25
12:09:59,691.1,704.49,24,682.4,716.43,22.5
12:10:00,692.4,695.7,24.75,681.3,704.73,23.25
12:10:01,692.5,702.51,24.25,682.4,712.88,22.75
12:10:02,691.1,714.87,23.25,681.6,733.89,21.25
12:10:03,691.1,697.73,24.5,681.9,701.9,23.5
12:10:04,690.4,693.7,24.75,682.3,705.77,23.25
12:10:05,693.1,703.12,24.25,681.4,711.83,22.75
12:10:06,691,711.27,23.5,682,741.91,20.75
12:10:07,691.1,694.4,24.75,682,712.46,22.75
12:10:08,689.7,696.32,24.5,682.3,723.54,22
12:10:09,692.5,699.14,24.5,682,726.89,21.75
12:10:10,690.4,710.65,23.5,681.5,733.78,21.25
12:10:11,692.5,699.14,24.5,681.8,705.25,23.25
12:10:12,691.8,705.2,24,681.8,705.25,23.25
12:10:13,690.9,704.28,24,681.6,737.66,21
12:10:14,691.6,711.89,23.5,681.6,715.59,22.5
12:10:15,693.2,699.85,24.5,681.7,708.63,23
12:10:16,691.8,701.8,24.25,682.5,712.98,22.75
12:10:17,690.3,707.09,23.75,682.5,742.45,20.75
12:10:18,691.7,698.33,24.5,682.3,705.77,23.25
12:10:19,691,700.99,24.25,682.6,706.08,23.25
12:10:20,691.1,694.4,24.75,682.4,716.43,22.5
12:10:21,691.1,711.37,23.5,683,739.18,21
12:10:22,692.4,695.7,24.75,682.7,702.73,23.5
12:10:23,693.2,699.85,24.5,682.6,727.52,21.75
12:10:24,690.4,700.38,24.25,682.8,724.07,22
12:10:25,691.9,701.9,24.25,683,717.06,22.5
12:10:26,691.6,691.6,25,682.6,702.62,23.5
12:10:27,690.3,696.92,24.5,683,717.06,22.5
12:10:28,692.4,702.41,24.25,683.1,724.39,22
12:10:29,693.2,706.63,24,681.7,715.7,22.5
12:10:30,691.8,695.1,24.75,681.8,719.39,22.25
12:10:31,689.8,696.42,24.5,683.1,717.17,22.5
12:10:32,691.1,711.37,23.5,683,743,20.75
12:10:33,693.9,707.34,24,683.2,706.7,23.25
12:10:33,693.8,700.45,24.5,682.7,713.19,22.75
12:10:34,692.4,699.04,24.5,682.4,712.88,22.75
12:10:35,693.1,716.94,23.25,682.8,746.64,20.5
12:10:36,691.1,694.4,24.75,682.3,712.77,22.75
12:10:37,691.1,707.91,23.75,682.9,720.55,22.25
12:10:38,691.7,701.7,24.25,682.3,716.33,22.5
12:10:39,693.9,710.78,23.75,682.2,734.54,21.25
12:10:40,690.9,700.89,24.25,682.7,706.18,23.25
12:10:41,693.2,706.63,24,682.2,716.22,22.5
12:10:43,689.7,703.06,24,683.3,735.72,21.25
12:10:43,692.5,705.91,24,683,727.95,21.75
12:10:44,691.2,694.5,24.75,683.6,721.29,22.25
12:10:45,693.2,699.85,24.5,683.2,713.71,22.75
12:10:46,691.8,712.09,23.5,683.9,743.98,20.75
12:10:47,690.9,700.89,24.25,683,706.49,23.25
12:10:48,690.4,693.7,24.75,683.4,717.48,22.5
12:10:49,690.2,696.82,24.5,683.1,713.61,22.75
12:10:50,691.1,714.87,23.25,683.1,735.5,21.25
12:10:51,690.4,697.02,24.5,682.9,706.39,23.25
12:10:52,695.2,701.87,24.5,682.8,713.29,22.75
12:10:53,693.2,703.22,24.25,682.7,738.85,21
12:10:54,692.4,705.81,24,682.4,738.53,21
12:10:55,692.3,692.3,25,681.8,701.8,23.5
12:10:56,691.1,697.73,24.5,683.2,724.5,22
12:10:57,692.4,709.24,23.75,683,739.18,21
12:10:58,693.1,706.52,24,682.2,723.44,22
12:10:59,691.6,694.9,24.75,682.5,709.46,23
12:11:00,693.2,696.51,24.75,682.5,712.98,22.75
12:11:01,692.4,716.21,23.25,682.4,746.2,20.5
12:11:02,693.2,699.85,24.5,682.5,716.54,22.5
12:11:03,693.8,703.83,24.25,682,712.46,22.75
12:11:04,694.4,707.85,24,682.6,713.08,22.75
12:11:05,691.1,711.37,23.5,682.9,739.07,21
12:11:06,691.1,701.09,24.25,683.2,703.24,23.5
12:11:07,690.3,707.09,23.75,683.5,710.5,23
12:11:08,692.4,699.04,24.5,682.2,719.81,22.25
12:11:09,692.5,716.32,23.25,683.5,735.94,21.25
12:11:10,692.5,699.14,24.5,682.8,706.28,23.25
12:11:11,692.5,705.91,24,683.2,717.27,22.5
12:11:12,692.4,712.71,23.5,682.8,738.96,21
12:11:13,693.9,707.34,24,682.8,724.07,22
12:11:14,693.8,697.11,24.75,682.9,709.88,23
12:11:15,693.8,703.83,24.25,683,713.5,22.75
12:11:16,691.1,707.91,23.75,683.1,743.11,20.75
12:11:16,691.1,704.49,24,683.2,713.71,22.75
12:11:17,691,700.99,24.25,683.6,714.13,22.75
12:11:18,690.3,700.28,24.25,683.7,721.39,22.25
12:11:19,693.8,717.66,23.25,683.3,747.18,20.5
12:11:20,693.8,700.45,24.5,683,703.04,23.5
12:11:21,691.1,697.73,24.5,683.8,714.34,22.75
12:11:22,690.3,700.28,24.25,683.6,724.92,22
12:11:23,691.8,715.59,23.25,683,739.18,21
12:11:24,692.4,695.7,24.75,683.7,707.21,23.25
12:11:25,692.4,695.7,24.75,682.6,720.23,22.25
12:11:26,691.7,701.7,24.25,683.9,740.15,21
12:11:27,693.1,706.52,24,683.2,743.21,20.75
12:11:28,691.8,698.44,24.5,683.7,710.71,23
12:11:29,691.1,704.49,24,683.7,714.23,22.75
12:11:30,691.1,711.37,23.5,683.7,743.76,20.75
12:11:31,690.3,700.28,24.25,683.3,717.38,22.5
12:11:32,690.4,690.4,25,683.1,710.08,23
12:11:33,689.7,696.32,24.5,682.8,720.44,22.25
12:11:34,693.1,716.94,23.25,683.2,739.39,21
12:11:35,693.1,703.12,24.25,682.7,706.18,23.25
12:11:36,689.7,692.99,24.75,683,713.5,22.75
12:11:37,690.4,700.38,24.25,682.9,724.18,22
12:11:38,690.3,714.04,23.25,683.8,736.26,21.25
12:11:39,693.1,706.52,24,682.6,706.08,23.25
12:11:40,691.6,694.9,24.75,682.8,713.29,22.75
12:11:41,693.2,703.22,24.25,684.2,740.48,21
12:11:42,691.1,718.4,23,683,735.4,21.25
12:11:43,690.4,693.7,24.75,683.1,706.59,23.25
12:11:44,691.1,704.49,24,683.1,713.61,22.75
12:11:45,690.3,700.28,24.25,683.1,735.5,21.25
12:11:46,691,704.38,24,682.7,716.75,22.5
12:11:47,690.3,696.92,24.5,682.8,720.44,22.25
12:11:48,692.4,702.41,24.25,682.3,712.77,22.75
12:11:49,693.1,713.43,23.5,682.2,742.13,20.75
12:11:50,691.6,698.23,24.5,681.1,701.08,23.5
12:11:51,690.3,703.67,24,682.5,723.75,22
12:11:52,689.5,699.47,24.25,682.6,723.86,22
12:11:53,691.8,708.63,23.75,682,734.32,21.25
12:11:54,693.2,699.85,24.5,682.7,706.18,23.25
12:11:55,693.1,699.75,24.5,682.3,716.33,22.5
12:11:56,691.7,708.53,23.75,682.2,734.54,21.25
12:11:57,692.3,709.14,23.75,681.8,741.69,20.75
12:11:58,691.8,695.1,24.75,682.8,713.29,22.75
12:11:58,693.9,707.34,24,682.3,716.33,22.5
12:11:59,693.1,709.96,23.75,682.6,750.32,20.25
12:12:00,691,704.38,24,683,713.5,22.75
12:12:01,691,700.99,24.25,682.5,720.13,22.25
12:12:02,691.7,701.7,24.25,682.5,712.98,22.75
12:12:03,693.2,713.54,23.5,682.8,746.64,20.5
12:12:04,692.4,702.41,24.25,682.8,709.77,23
12:12:05,691.8,698.44,24.5,682.2,719.81,22.25
12:12:06,693.8,703.83,24.25,681.9,726.78,21.75
12:12:07,691.1,707.91,23.75,682.4,746.2,20.5
12:12:08,691.1,694.4,24.75,682.4,705.87,23.25
12:12:09,691.7,698.33,24.5,682.2,716.22,22.5
12:12:10,693.2,710.06,23.75,682,734.32,21.25
12:12:11,691.7,711.99,23.5,681.8,730.37,21.5
12:12:12,692.5,699.14,24.5,683.2,706.7,23.25
12:12:13,691.7,701.7,24.25,682.2,723.44,22
12:12:14,693.8,714.15,23.5,682.7,754.36,20
12:12:15,691.8,705.2,24,682.7,716.75,22.5
12:12:16,692.4,695.7,24.75,683.2,713.71,22.75
12:12:17,693,699.65,24.5,683.6,717.69,22.5
12:12:18,693.9,714.26,23.5,683.4,747.29,20.5
12:12:19,693.1,703.12,24.25,682.7,702.73,23.5
12:12:20,693.2,706.63,24,682.5,716.54,22.5
12:12:21,689.1,699.06,24.25,682.4,727.31,21.75
12:12:22,692.5,709.35,23.75,681.6,737.66,21
12:12:23,689.1,689.1,25,682.3,709.25,23
12:12:24,689.7,699.67,24.25,682.4,727.31,21.75
12:12:25,691.7,711.99,23.5,681.9,730.48,21.5
12:12:26,689.8,717.05,23,682.4,731.01,21.5
12:12:27,690.4,690.4,25,682,708.94,23
12:12:28,693.1,699.75,24.5,681.7,719.28,22.25
12:12:29,689.7,703.06,24,682.2,734.54,21.25
12:12:30,693.1,706.52,24,681.4,726.25,21.75
12:12:31,690.4,693.7,24.75,682.5,716.54,22.5
12:12:32,690.9,697.53,24.5,682.4,720.02,22.25
12:12:33,693.8,717.66,23.25,681.6,741.47,20.75
12:12:34,690.4,697.02,24.5,682.4,709.36,23
12:12:35,690.4,693.7,24.75,682.5,709.46,23
12:12:36,690.3,693.59,24.75,682.7,709.67,23
12:12:37,691.6,704.99,24,681.3,715.28,22.5
12:12:38,691.6,691.6,25,682.1,688.64,24.5
12:12:39,691.7,698.33,24.5,683.5,693.38,24.25
12:12:40,691.1,704.49,24,682.8,706.28,23.25
12:12:41,692.5,712.82,23.5,683,703.04,23.5
12:12:41,690.3,693.59,24.75,682.8,670.07,26
12:12:42,691.1,694.4,24.75,682.8,679.57,25.25
12:12:43,691.1,701.09,24.25,683,696.23,24
12:12:44,690.4,703.77,24,682.8,682.8,25
12:12:45,691.7,695,24.75,683.1,673.5,25.75
12:12:46,693.1,709.96,23.75,683,673.4,25.75
12:12:47,690.4,710.65,23.5,683.1,706.59,23.25
12:12:48,691.1,707.91,23.75,683.6,677.17,25.5
12:12:49,691,697.63,24.5,683,686.26,24.75
12:12:50,691.8,701.8,24.25,682.5,685.76,24.75
12:12:51,693.1,713.43,23.5,683,709.98,23
12:12:52,693.8,693.8,25,683,673.4,25.75
12:12:53,693.8,703.83,24.25,682.4,688.95,24.5
12:12:54,690.3,700.28,24.25,683.6,703.65,23.5
12:12:55,691,711.27,23.5,683.6,703.65,23.5
12:12:56,690.3,693.59,24.75,683.2,683.2,25
12:12:57,691.1,697.73,24.5,683.2,699.82,23.75
12:12:58,691.8,701.8,24.25,683,706.49,23.25
12:12:59,691.7,705.1,24,684.2,707.73,23.25
12:13:00,693.2,696.51,24.75,683.2,686.46,24.75
12:13:01,694.4,704.44,24.25,683.7,703.76,23.5
12:13:02,691,714.77,23.25,683.6,721.29,22.25
12:13:03,690.4,700.38,24.25,683.8,687.06,24.75
12:13:04,690.2,693.49,24.75,684.8,691.37,24.5
12:13:05,693,699.65,24.5,681.6,698.18,23.75
12:13:06,692.4,712.71,23.5,682.8,716.85,22.5
12:13:07,691,694.3,24.75,683.9,683.9,25
12:13:08,691.8,705.2,24,683.5,690.06,24.5
12:13:09,691.7,701.7,24.25,684.2,711.23,23
12:13:10,692.4,712.71,23.5,684,721.71,22.25
12:13:11,693.8,697.11,24.75,683.3,689.85,24.5
12:13:12,691.1,701.09,24.25,684.1,704.17,23.5
12:13:13,693.9,707.34,24,683.6,721.29,22.25
12:13:14,693.9,714.26,23.5,683.1,717.17,22.5
12:13:15,692.4,695.7,24.75,683.1,696.33,24
12:13:16,693.8,703.83,24.25,683.4,700.03,23.75
12:13:17,693.3,713.64,23.5,683.7,732.4,21.5
12:13:18,692.3,712.61,23.5,683.8,707.32,23.25
12:13:19,690.4,700.38,24.25,683.5,703.55,23.5
12:13:20,691.9,701.9,24.25,683.4,706.9,23.25
12:13:21,693.2,717.04,23.25,684,729.02,21.75
12:13:22,693.9,700.56,24.5,683.4,689.95,24.5
12:13:23,693.3,696.61,24.75,684,700.64,23.75
12:13:24,693.9,700.56,24.5,683.5,710.5,23
12:13:25,691.8,712.09,23.5,683.7,725.03,22
12:13:25,692.4,695.7,24.75,683.1,696.33,24
12:13:26,691.8,701.8,24.25,684.4,707.94,23.25
12:13:27,693.2,706.63,24,683.8,725.13,22
12:13:28,692.5,716.32,23.25,684,721.71,22.25
12:13:29,693.9,697.21,24.75,684.3,707.84,23.25
12:13:30,691.7,705.1,24,684,704.07,23.5
12:13:31,693.9,710.78,23.75,683,731.66,21.5
12:13:32,692.4,705.81,24,684.1,704.17,23.5
12:13:33,693.4,700.05,24.5,684,704.07,23.5
12:13:34,694.5,707.95,24,683.6,714.13,22.75
12:13:36,693.8,714.15,23.5,683.4,728.38,21.75
12:13:36,692.5,699.14,24.5,684.3,700.95,23.75
12:13:37,691.8,701.8,24.25,684,714.55,22.75
12:13:38,693.2,706.63,24,683.7,725.03,22
12:13:39,692.5,712.82,23.5,683.1,731.76,21.5
12:13:40,693.1,699.75,24.5,683.2,699.82,23.75
12:13:41,693.2,703.22,24.25,683.9,707.42,23.25
12:13:42,693.8,703.83,24.25,684.1,729.12,21.75
12:13:43,695.2,722.66,23,683.6,728.59,21.75
12:13:44,693.1,696.41,24.75,683.1,699.72,23.75
12:13:45,693.3,703.32,24.25,684.4,707.94,23.25
12:13:46,693.2,710.06,23.75,683.6,736.04,21.25
12:13:47,693.8,703.83,24.25,683.7,707.21,23.25
